RLVKEY;SEMESTER;TYP;STUNDEN;CREDITS;LV_STATUS_NR;LV_STATUS;KOMPONENTEN_TYP;FRAGE_TYP;FRAGETEXT;OPTIONEN;ANTWORT;OPTIONNR;FREITEXT
959353896063576;17S;VO;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 551;n/a;neutral;-2;auf Studierende eingegangen
974e077c94dfc81;17S;PS;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 552;n/a;positiv;-2;
a53e6669754588d;19S;UE;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 553;n/a;neutral;-1;sehr interessante Themen
974e077c94dfc81;18W;VO;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 554;n/a;negativ;-2;
974e077c94dfc81;20W;VO;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 555;n/a;neutral;-2;sehr interessante Themen
974e077c94dfc81;18W;PS;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 556;n/a;;-2;
ca76fca5fb653f5;16S;UE;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 557;n/a;;-2;gut strukturierte LV
a53e6669754588d;16S;UE;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 558;n/a;neutral;-1;gut strukturierte LV
a53e6669754588d;16S;UE;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 559;n/a;;-1;
757aeb0f3e66c44;17S;VC;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 560;n/a;positiv;-2;
a53e6669754588d;19S;PS;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 561;n/a;positiv;-1;auf Studierende eingegangen
974e077c94dfc81;19S;UE;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 562;n/a;negativ;-2;auf Studierende eingegangen
974e077c94dfc81;16S;UE;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 563;n/a;positiv;-2;auf Studierende eingegangen
a53e6669754588d;18W;UE;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 564;n/a;neutral;-1;sympathischer LV-Leiter
959353896063576;20W;VO;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 565;n/a;negativ;-1;sehr interessante Themen
a53e6669754588d;20W;PS;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 566;n/a;;-2;sympathischer LV-Leiter
277f6a00a09fc6d;20W;VO;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 567;n/a;;-1;gut strukturierte LV
277f6a00a09fc6d;18W;UE;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 568;n/a;positiv;-2;
959353896063576;20W;UE;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 569;n/a;neutral;-2;sympathischer LV-Leiter
959353896063576;20W;VC;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 570;n/a;negativ;-1;sympathischer LV-Leiter
a53e6669754588d;16S;VO;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 571;n/a;neutral;-1;sehr interessante Themen
ca76fca5fb653f5;18W;UE;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 572;n/a;negativ;-2;sehr interessante Themen
ca76fca5fb653f5;17S;PS;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 573;n/a;positiv;-2;sympathischer LV-Leiter
959353896063576;16S;VO;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 574;n/a;neutral;-1;
ca76fca5fb653f5;20W;PS;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 575;n/a;;-1;gut strukturierte LV
277f6a00a09fc6d;19S;UE;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 576;n/a;negativ;-1;gut strukturierte LV
a53e6669754588d;20W;UE;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 577;n/a;negativ;-1;sympathischer LV-Leiter
757aeb0f3e66c44;19S;PS;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 578;n/a;neutral;-2;sehr interessante Themen
959353896063576;18W;PS;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 579;n/a;;-2;sehr interessante Themen
974e077c94dfc81;17S;UE;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 580;n/a;;-1;gut strukturierte LV
a53e6669754588d;16S;VC;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 581;n/a;neutral;-2;auf Studierende eingegangen
277f6a00a09fc6d;20W;PS;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 582;n/a;positiv;-2;gut strukturierte LV
277f6a00a09fc6d;16S;UE;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 583;n/a;neutral;-2;sympathischer LV-Leiter
959353896063576;17S;VO;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 584;n/a;;-2;gut strukturierte LV
a53e6669754588d;17S;VC;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 585;n/a;;-2;auf Studierende eingegangen
757aeb0f3e66c44;16S;PS;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 586;n/a;;-1;sehr interessante Themen
a53e6669754588d;20W;VC;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 587;n/a;;-2;
277f6a00a09fc6d;17S;VC;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 588;n/a;positiv;-1;auf Studierende eingegangen
277f6a00a09fc6d;19S;PS;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 589;n/a;neutral;-1;sympathischer LV-Leiter
277f6a00a09fc6d;19S;UE;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 590;n/a;neutral;-1;sympathischer LV-Leiter
959353896063576;16S;VC;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 591;n/a;negativ;-2;sehr interessante Themen
ca76fca5fb653f5;19S;VC;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 592;n/a;neutral;-1;gut strukturierte LV
277f6a00a09fc6d;18W;UE;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 593;n/a;negativ;-1;sehr interessante Themen
a53e6669754588d;16S;VO;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 594;n/a;;-1;sympathischer LV-Leiter
974e077c94dfc81;16S;VO;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 595;n/a;negativ;-1;
a53e6669754588d;17S;VO;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 596;n/a;;-2;
757aeb0f3e66c44;16S;VC;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 597;n/a;;-1;sehr interessante Themen
959353896063576;16S;VC;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 598;n/a;neutral;-1;sympathischer LV-Leiter
ca76fca5fb653f5;20W;UE;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 599;n/a;;-1;
a53e6669754588d;20W;PS;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 600;n/a;negativ;-1;
974e077c94dfc81;19S;UE;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 601;n/a;positiv;-2;auf Studierende eingegangen
277f6a00a09fc6d;18W;UE;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 602;n/a;neutral;-1;sehr interessante Themen
277f6a00a09fc6d;17S;PS;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 603;n/a;neutral;-2;
959353896063576;19S;UE;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 604;n/a;neutral;-1;sympathischer LV-Leiter
a53e6669754588d;18W;UE;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 605;n/a;neutral;-1;sehr interessante Themen
ca76fca5fb653f5;16S;VC;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 606;n/a;neutral;-2;auf Studierende eingegangen
959353896063576;18W;VC;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 607;n/a;negativ;-1;gut strukturierte LV
974e077c94dfc81;17S;UE;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 608;n/a;positiv;-2;sehr interessante Themen
959353896063576;19S;VO;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 609;n/a;positiv;-2;sympathischer LV-Leiter
757aeb0f3e66c44;17S;VO;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 610;n/a;;-1;
a53e6669754588d;20W;UE;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 611;n/a;neutral;-2;sehr interessante Themen
ca76fca5fb653f5;20W;VC;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 612;n/a;neutral;-2;auf Studierende eingegangen
a53e6669754588d;17S;UE;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 613;n/a;;-2;sympathischer LV-Leiter
959353896063576;17S;VO;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 614;n/a;neutral;-2;sympathischer LV-Leiter
959353896063576;17S;VO;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 615;n/a;negativ;-1;sehr interessante Themen
974e077c94dfc81;20W;PS;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 616;n/a;neutral;-1;sehr interessante Themen
ca76fca5fb653f5;18W;PS;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 617;n/a;;-1;auf Studierende eingegangen
757aeb0f3e66c44;19S;UE;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 618;n/a;positiv;-2;gut strukturierte LV
974e077c94dfc81;18W;VO;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 619;n/a;positiv;-2;sympathischer LV-Leiter
757aeb0f3e66c44;19S;PS;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 620;n/a;neutral;-1;sehr interessante Themen
a53e6669754588d;20W;UE;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 621;n/a;neutral;-2;sehr interessante Themen
277f6a00a09fc6d;16S;VO;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 622;n/a;negativ;-1;gut strukturierte LV
959353896063576;20W;VC;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 623;n/a;negativ;-2;gut strukturierte LV
974e077c94dfc81;19S;VC;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 624;n/a;;-2;sehr interessante Themen
959353896063576;17S;PS;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 625;n/a;negativ;-1;auf Studierende eingegangen
757aeb0f3e66c44;17S;VO;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 626;n/a;neutral;-1;sehr interessante Themen
a53e6669754588d;20W;UE;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 627;n/a;neutral;-1;
277f6a00a09fc6d;18W;VO;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 628;n/a;positiv;-1;sympathischer LV-Leiter
ca76fca5fb653f5;18W;VO;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 629;n/a;positiv;-1;auf Studierende eingegangen
974e077c94dfc81;17S;VO;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 630;n/a;neutral;-1;sehr interessante Themen
ca76fca5fb653f5;18W;VC;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 631;n/a;neutral;-1;sympathischer LV-Leiter
277f6a00a09fc6d;19S;PS;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 632;n/a;positiv;-1;sehr interessante Themen
757aeb0f3e66c44;19S;VO;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 633;n/a;;-1;gut strukturierte LV
a53e6669754588d;20W;VC;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 634;n/a;negativ;-1;auf Studierende eingegangen
959353896063576;18W;PS;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 635;n/a;positiv;-2;gut strukturierte LV
ca76fca5fb653f5;17S;UE;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 636;n/a;neutral;-2;
974e077c94dfc81;16S;VO;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 637;n/a;negativ;-2;gut strukturierte LV
959353896063576;17S;VO;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 638;n/a;;-1;
277f6a00a09fc6d;16S;UE;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 639;n/a;positiv;-1;gut strukturierte LV
ca76fca5fb653f5;19S;VO;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 640;n/a;negativ;-2;auf Studierende eingegangen
959353896063576;20W;VO;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 641;n/a;negativ;-2;
a53e6669754588d;20W;VC;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 642;n/a;positiv;-1;auf Studierende eingegangen
ca76fca5fb653f5;16S;VC;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 643;n/a;negativ;-1;sympathischer LV-Leiter
757aeb0f3e66c44;16S;UE;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 644;n/a;;-2;sehr interessante Themen
757aeb0f3e66c44;19S;VC;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 645;n/a;negativ;-1;
ca76fca5fb653f5;19S;PS;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 646;n/a;negativ;-1;
a53e6669754588d;18W;VO;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 647;n/a;positiv;-1;
757aeb0f3e66c44;16S;UE;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 648;n/a;positiv;-2;sehr interessante Themen
ca76fca5fb653f5;19S;PS;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 649;n/a;;-2;sympathischer LV-Leiter
959353896063576;18W;VC;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 650;n/a;;-2;gut strukturierte LV
a53e6669754588d;19S;VO;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 651;n/a;negativ;-2;
757aeb0f3e66c44;20W;VC;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 652;n/a;;-1;gut strukturierte LV
974e077c94dfc81;17S;PS;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 653;n/a;neutral;-1;
757aeb0f3e66c44;20W;UE;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 654;n/a;positiv;-1;auf Studierende eingegangen
a53e6669754588d;20W;VC;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 655;n/a;positiv;-1;gut strukturierte LV
a53e6669754588d;20W;PS;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 656;n/a;positiv;-2;
974e077c94dfc81;19S;PS;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 657;n/a;;-2;sympathischer LV-Leiter
a53e6669754588d;19S;VO;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 658;n/a;positiv;-1;sympathischer LV-Leiter
ca76fca5fb653f5;19S;VC;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 659;n/a;negativ;-2;
974e077c94dfc81;20W;PS;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 660;n/a;positiv;-1;gut strukturierte LV
277f6a00a09fc6d;16S;VO;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 661;n/a;;-2;sympathischer LV-Leiter
757aeb0f3e66c44;17S;PS;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 662;n/a;neutral;-1;
277f6a00a09fc6d;16S;VO;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 663;n/a;neutral;-2;sympathischer LV-Leiter
959353896063576;19S;VC;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 664;n/a;neutral;-1;
959353896063576;18W;UE;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 665;n/a;;-2;auf Studierende eingegangen
757aeb0f3e66c44;16S;VC;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 666;n/a;;-2;auf Studierende eingegangen
757aeb0f3e66c44;19S;UE;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 667;n/a;negativ;-2;
974e077c94dfc81;17S;UE;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 668;n/a;positiv;-1;
959353896063576;16S;UE;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 669;n/a;negativ;-1;auf Studierende eingegangen
a53e6669754588d;19S;UE;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 670;n/a;;-2;sympathischer LV-Leiter
ca76fca5fb653f5;20W;PS;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 671;n/a;neutral;-1;sympathischer LV-Leiter
959353896063576;16S;UE;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 672;n/a;positiv;-1;
277f6a00a09fc6d;18W;VC;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 673;n/a;neutral;-1;auf Studierende eingegangen
ca76fca5fb653f5;16S;UE;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 674;n/a;;-2;sehr interessante Themen
ca76fca5fb653f5;16S;UE;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 675;n/a;positiv;-2;gut strukturierte LV
277f6a00a09fc6d;20W;PS;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 676;n/a;positiv;-1;gut strukturierte LV
277f6a00a09fc6d;18W;PS;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 677;n/a;positiv;-2;sehr interessante Themen
ca76fca5fb653f5;16S;VC;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 678;n/a;;-2;sehr interessante Themen
959353896063576;17S;PS;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 679;n/a;;-1;gut strukturierte LV
277f6a00a09fc6d;17S;PS;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 680;n/a;;-2;
959353896063576;20W;VO;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 681;n/a;positiv;-1;gut strukturierte LV
a53e6669754588d;16S;VC;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 682;n/a;positiv;-1;sehr interessante Themen
ca76fca5fb653f5;20W;PS;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 683;n/a;negativ;-2;auf Studierende eingegangen
a53e6669754588d;19S;UE;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 684;n/a;negativ;-2;sympathischer LV-Leiter
974e077c94dfc81;17S;VO;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 685;n/a;positiv;-1;sehr interessante Themen
a53e6669754588d;18W;VC;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 686;n/a;positiv;-2;sehr interessante Themen
959353896063576;19S;PS;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 687;n/a;positiv;-2;sympathischer LV-Leiter
974e077c94dfc81;19S;UE;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 688;n/a;negativ;-1;gut strukturierte LV
757aeb0f3e66c44;19S;VO;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 689;n/a;positiv;-1;
ca76fca5fb653f5;17S;UE;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 690;n/a;neutral;-2;sehr interessante Themen
277f6a00a09fc6d;16S;VC;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 691;n/a;;-2;gut strukturierte LV
ca76fca5fb653f5;19S;PS;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 692;n/a;neutral;-2;gut strukturierte LV
ca76fca5fb653f5;18W;UE;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 693;n/a;positiv;-2;auf Studierende eingegangen
a53e6669754588d;20W;UE;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 694;n/a;positiv;-1;gut strukturierte LV
277f6a00a09fc6d;19S;PS;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 695;n/a;;-2;sympathischer LV-Leiter
959353896063576;19S;UE;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 696;n/a;neutral;-1;sehr interessante Themen
a53e6669754588d;19S;VO;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 697;n/a;negativ;-2;auf Studierende eingegangen
a53e6669754588d;19S;UE;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 698;n/a;neutral;-2;sympathischer LV-Leiter
757aeb0f3e66c44;20W;VO;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 699;n/a;;-2;sehr interessante Themen
757aeb0f3e66c44;20W;PS;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 700;n/a;neutral;-2;gut strukturierte LV
277f6a00a09fc6d;17S;VO;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 701;n/a;neutral;-2;gut strukturierte LV
757aeb0f3e66c44;20W;VC;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 702;n/a;neutral;-1;
277f6a00a09fc6d;16S;PS;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 703;n/a;;-2;auf Studierende eingegangen
277f6a00a09fc6d;16S;VO;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 704;n/a;;-2;gut strukturierte LV
ca76fca5fb653f5;17S;VC;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 705;n/a;neutral;-1;
959353896063576;19S;VC;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 706;n/a;;-2;sympathischer LV-Leiter
974e077c94dfc81;17S;UE;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 707;n/a;negativ;-2;gut strukturierte LV
959353896063576;19S;PS;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 708;n/a;negativ;-2;auf Studierende eingegangen
ca76fca5fb653f5;19S;PS;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 709;n/a;negativ;-2;
959353896063576;19S;UE;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 710;n/a;positiv;-1;auf Studierende eingegangen
959353896063576;19S;VO;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 711;n/a;;-1;auf Studierende eingegangen
a53e6669754588d;19S;UE;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 712;n/a;negativ;-2;sehr interessante Themen
757aeb0f3e66c44;20W;VO;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 713;n/a;;-2;auf Studierende eingegangen
959353896063576;17S;VO;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 714;n/a;neutral;-2;sehr interessante Themen
959353896063576;18W;VC;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 715;n/a;;-1;
757aeb0f3e66c44;17S;UE;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 716;n/a;neutral;-1;gut strukturierte LV
959353896063576;17S;VO;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 717;n/a;;-1;sympathischer LV-Leiter
959353896063576;16S;UE;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 718;n/a;;-1;gut strukturierte LV
277f6a00a09fc6d;20W;VO;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 719;n/a;neutral;-2;sehr interessante Themen
277f6a00a09fc6d;19S;PS;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 720;n/a;;-2;gut strukturierte LV
ca76fca5fb653f5;16S;VO;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 721;n/a;negativ;-2;sehr interessante Themen
974e077c94dfc81;19S;UE;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 722;n/a;negativ;-2;
757aeb0f3e66c44;20W;VO;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 723;n/a;neutral;-1;sehr interessante Themen
277f6a00a09fc6d;18W;VC;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 724;n/a;;-2;
974e077c94dfc81;20W;VC;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 725;n/a;neutral;-1;auf Studierende eingegangen
974e077c94dfc81;19S;VC;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 726;n/a;;-2;
ca76fca5fb653f5;17S;PS;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 727;n/a;;-1;sympathischer LV-Leiter
277f6a00a09fc6d;20W;UE;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 728;n/a;positiv;-1;sehr interessante Themen
277f6a00a09fc6d;18W;VC;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 729;n/a;negativ;-2;
959353896063576;19S;VO;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 730;n/a;;-2;auf Studierende eingegangen
974e077c94dfc81;16S;VC;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 731;n/a;positiv;-1;
277f6a00a09fc6d;17S;PS;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 732;n/a;;-1;gut strukturierte LV
ca76fca5fb653f5;18W;UE;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 733;n/a;;-2;auf Studierende eingegangen
959353896063576;20W;PS;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 734;n/a;neutral;-1;gut strukturierte LV
757aeb0f3e66c44;20W;VO;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 735;n/a;positiv;-1;auf Studierende eingegangen
